GI;ID;Gene.Symbol;BH.Q;ADJ.P;PER;LAG;AMP;ZT0_zsocred_iBAQ;ZT3_zscore_iBAQ;ZT6_zsocred_iBAQ;ZT9_zscore_iBAQ;ZT12_zsocred_iBAQ;ZT15_zscore_iBAQ;ZT18_zsocred_iBAQ;ZT21_zscore_iBAQ;ZT24_zsocred_iBAQ;ZT27_zscore_iBAQ;ZT30_zsocred_iBAQ;ZT33_zscore_iBAQ;ZT36_zsocred_iBAQ;ZT39_zscore_iBAQ;ZT42_zsocred_iBAQ;ZT45_zscore_iBAQ
gi10946822;GeneID:58520;0610007P14Rik;1;1;25.8;15.3;0.678632139;0.018784672;-0.184601504;-2.048121916;0.905265435;1.061165925;0.407867341;-0.648499423;0.48813947;-0.284677958;0.496912598;-1.59091852;0.347107957;0.149690987;1.871055135;-0.431153608;-0.558016591
gi255003700;GeneID:68327;0610007P22Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391
gi13384692;GeneID:66055;0610009D07Rik;1;0.070160199;22.8;8.4;0.62620851;0.241198877;-0.641553107;-0.606451879;1.66916622;1.292350443;-0.114583421;-0.920063567;-0.920063567;0.628964555;-0.034470999;1.850272484;-0.170538926;0.539784094;-0.555290913;-1.129360147;-1.129360147
gi294862282;GeneID:104457;0610010K14Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391
gi58037115;GeneID:68347;0610011F06Rik;1;0.866497296;19.8;12.3;1.073385137;0.053010006;-0.967388794;-1.323914588;1.137818353;1.094891284;0.998049633;-0.092138806;-0.900327087;-0.928375897;-0.423924727;1.812241228;-1.408839371;0.238826923;0.090116943;-0.154795599;0.774750499
gi258679443;GeneID:68295;0610011L14Rik;1;0.133460969;25.8;15.3;1.29264936;-0.898722228;-0.898722228;-0.898722228;-0.898722228;0.929360028;1.300238292;1.058713475;0.306577117;-0.890617946;0.631666454;-0.890617946;0.518878921;-0.890617946;1.559704886;-0.890617946;0.852221523
gi227452353;GeneID:74088;0610012H03Rik;1;1;19.8;8.4;2.22045E-16;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391
gi9910458;GeneID:56700;0610031J06Rik;1;0.133460969;22.8;16.8;0.808603996;-0.336723619;1.339408311;-1.220557969;-1.593035984;0.39375321;0.658474988;0.686462495;0.072218568;-1.426206881;0.580605198;-1.637179424;0.152841177;0.486473858;1.092416904;0.701902977;0.049146191
gi21539639;GeneID:74098;0610037L13Rik;1;1;19.8;5.4;0.69359294;-1.96398012;0.453860005;1.092046427;0.205645557;-0.589433421;0.353179548;-0.527028538;0.975710541;-1.442661534;0.07299408;1.187864669;0.412981356;-0.6954426;0.894465445;-1.203932852;0.773731437
gi124487393;GeneID:66096;0910001L09Rik;1;0.059987821;22.8;19.8;0.895018387;1.074909877;-0.995388931;-0.193865846;-1.895132655;0.696059181;0.109194035;0.641849041;0.562375297;1.004762394;-1.488641834;0.392743343;-1.488641834;-0.016113387;0.211330328;1.139869291;0.244691701
gi34304022;GeneID:66107;1100001G20Rik;1;1;19.8;6.9;0.701761337;-0.538695366;-0.538695366;1.483091234;1.749080961;-0.538695366;-0.538695366;-0.538695366;-0.538695366;0.795140461;-0.500195465;-0.500195465;-0.500195465;2.206032327;-0.500195465;-0.500195465;-0.500195465
gi13384728;GeneID:66117;1110001J03Rik;1;1;25.8;5.4;0.517572414;0.473145353;0.115097385;-0.784357138;1.922659526;-1.356492653;0.480819536;-0.331098946;-0.519773064;-1.086845786;0.329240511;2.008793596;0.030515375;-0.540297941;0.575807443;-0.961247182;-0.355966016
gi134053922;GeneID:68550;1110002N22Rik;1;1;19.8;18.3;0.805065313;-0.332792542;1.341743943;-1.286504095;-1.471326826;-0.171525361;0.677699471;0.557239493;0.685465917;-0.871698122;1.67394252;-0.361032842;-1.265268117;-0.340278045;1.19378679;-0.302355141;0.272902958
gi9790217;GeneID:56372;1110004F10Rik;1;1;25.8;15.3;0.742629486;-1.981653437;-0.150436715;-0.537106177;0.494068652;-0.086431572;0.585593147;0.220321884;1.455644218;-1.446388521;1.390530927;-0.676041398;-0.573209321;1.043644622;0.463184424;-0.758394986;0.556674254
gi21312030;GeneID:68480;1110007C09Rik;1;0.180488019;25.8;2.4;0.499820409;-0.958747649;1.985327836;0.499288889;-0.958747649;0.146344394;-0.958747649;0.129516733;0.115765096;0.449188892;1.81134283;0.642492585;-1.190211411;0.170746111;-1.190211411;-0.376200782;-0.317146815
gi227908787;GeneID:66132;1110008L16Rik;1;0.536288358;25.8;19.8;0.639515525;-0.625987275;-0.625987275;-0.625987275;-0.625987275;-0.625987275;0.278424254;0.755823634;2.095688486;-0.741725345;-0.741725345;1.238568396;-0.741725345;-0.741725345;0.090312653;-0.159665137;1.797685469
gi124486662;GeneID:68505;1110014N23Rik;1;1;25.8;18.3;0.104314186;-0.391021428;-0.329445139;-0.426200271;-0.453994194;2.468714734;-0.345877076;-0.273194888;-0.248981737;-0.439745958;-0.234065419;-0.335879265;-0.332898477;2.468652666;-0.393468766;-0.439745958;-0.292848822
gi254939557;GeneID:68597;1110021J02Rik;1;0.318262216;22.8;2.4;0.932487435;0.47664726;1.800811111;0.123596726;-0.923150576;-0.685223442;0.815801715;-1.146097759;-0.462385034;1.569084661;0.378259288;1.102694023;-0.824954259;0.083408159;-1.458678935;-0.461082643;-0.388730293
gi13384786;GeneID:66179;1110031I02Rik;1;1;19.8;3.9;0.805621761;1.042220766;-0.627419423;2.051833763;-0.627419423;-0.627419423;-0.552525399;-0.320009079;-0.339261783;0.912512543;-0.701726522;1.939923077;-0.701726522;-0.701726522;-0.488222822;0.442693288;-0.701726522
gi124487145;GeneID:66185;1110037F02Rik;1;1;19.8;8.4;2.22045E-16;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391
gi158854007;GeneID:66193;1110049F12Rik;1;0.180488019;25.8;24.3;0.623003284;0.736768973;-0.877057269;-1.049089037;0.008022159;-0.773665737;-0.104316254;1.993363174;0.065973991;2.077463479;0.471169494;-0.1925651;-0.269981613;-1.098211115;-0.377129781;-0.944658978;0.333913614
gi268370114;GeneID:68832;1110057K04Rik;1;1;25.8;18.3;0.719706969;-0.095365868;0.733550313;-0.963476968;-1.793479467;0.852354881;0.005693966;1.257537837;0.003185307;0.789772291;1.241671822;1.021014647;-0.768615185;-0.475717719;0.106711984;-1.709174808;-0.205663032
gi229577372;GeneID:68002;1110058L19Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734
gi29611654;GeneID:216551;1110067D22Rik;1;0.536288358;25.8;5.4;0.507759426;0.990962415;-0.794133525;-0.175412783;2.011792164;-0.491265714;-0.101525269;-0.820751465;-0.619665822;-0.533318583;0.336070704;1.041883322;1.406457168;-1.359849851;0.663477207;-0.634156557;-0.920563408
gi115392140;GeneID:68861;1190002N15Rik;1;0.318262216;25.8;21.3;0.824382534;0.714578743;-0.896275533;-0.450325804;-0.896275533;-0.036245428;0.579438971;-0.896275533;1.881380117;1.517404276;-0.697424983;0.163429182;-0.697424983;-0.472803132;-0.697424983;-0.697413399;1.581658021
gi110626070;GeneID:76974;1190003J15Rik;1;0.180488019;19.8;9.9;0.898661484;-0.706362193;-0.099229975;1.391036285;0.629023561;0.658886849;0.669666562;-1.12236303;-1.42065806;0.008789128;1.407805923;0.939080757;-1.640741821;-0.222202394;0.108679321;-1.075968703;0.47455779
gi229608908;GeneID:98685;1190005F20Rik;1;1;19.8;5.4;0.804185287;-0.918837355;1.827425121;-0.073130576;0.732636266;-0.918837355;-0.389275287;-0.918837355;0.658856542;-0.87633647;2.040336287;-0.002540935;0.185592471;-0.87633647;0.659108698;-0.87633647;-0.253487112
gi254910951;GeneID:68859;1190007F08Rik;1;1;19.8;6.9;0.930075066;-0.51333482;2.1212517;-0.51333482;0.958757218;-0.51333482;-0.51333482;-0.51333482;-0.51333482;1.043303358;0.444825765;-0.670102085;1.862381303;-0.670102085;-0.670102085;-0.670102085;-0.670102085
gi255003740;GeneID:66874;1200014J11Rik;1;0.685139985;25.8;8.4;0.894718821;-0.809443729;0.178207209;0.863418469;1.869572641;-0.809443729;-0.809443729;-0.809443729;0.326576598;-0.877201356;0.254947285;1.338497821;-0.877201356;1.297675759;0.617684558;-0.877201356;-0.877201356
gi124487201;GeneID:74148;1300001I01Rik;1;1;19.8;6.9;0.491150867;-1.720846212;1.457578031;-0.392444679;0.042082851;0.101410008;0.477692191;-0.85431538;0.88884319;-0.208611602;1.198140209;0.918252084;-1.312902303;0.887390675;0.483284776;-0.95713951;-1.00841433
gi227497985;GeneID:74152;1300002K09Rik;1;1;19.8;13.8;0.821736453;-0.610073482;-0.133805245;-0.610073482;-0.610073482;1.431353399;-0.610073482;1.752819254;-0.610073482;-0.612415937;-0.087458149;1.030648047;-0.612415937;2.036819962;-0.612415937;-0.530346113;-0.612415937
gi226958579;GeneID:219189;1300010F03Rik;1;1;25.8;8.4;0.811815102;-0.795598444;1.306540572;-0.386543387;-0.343484959;1.646189028;-1.114043475;0.286495665;-0.599555;0.771383127;1.346321417;-0.30574063;-1.166149361;1.046937776;0.28637541;-1.024507876;-0.954619862
gi21313642;GeneID:71775;1300017J02Rik;1;1;22.8;2.4;0.513712054;0.145907666;1.066359507;-0.851320441;-0.67858926;1.771544883;-0.059615306;-1.217919402;-0.176367647;-0.003593732;0.662280829;1.908039753;-1.251946423;0.392651937;-0.1811439;-0.734694704;-0.791593758
gi81295807;GeneID:223776;1300018J18Rik;1;0.097422033;22.8;13.8;0.660154023;-0.932645785;-1.461179798;-0.718504953;0.164901898;1.675165809;0.231081787;0.67882322;0.362357822;-0.426482618;-0.697187664;0.718318213;-0.218429306;1.934512079;0.283834206;-1.377856332;-0.216708578
gi76559944;GeneID:68971;1500001M20Rik;1;0.415393267;0;0;0;-0.428276223;-0.428276223;-0.428276223;2.424545178;0.145112163;-0.428276223;-0.428276223;-0.428276223;-0.530052188;-0.530052188;-0.530052188;1.948675934;1.231637192;-0.530052188;-0.530052188;-0.530052188
gi21312548;GeneID:71997;1500002O20Rik;1;0.866497296;22.8;8.4;0.131797287;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.539942902;-0.539942902;1.580586489;1.659070923;-0.539942902;-0.539942902;-0.539942902;-0.539942902
gi9790225;GeneID:56398;1500003O03Rik;1;1;19.8;5.4;0.528772412;-1.836664041;1.021528769;-0.378884495;0.525773548;-0.98098769;0.387847976;0.987654279;0.273731653;-0.504405913;1.419957134;-0.271948156;-0.955594973;-1.085162133;1.17312872;-0.650639731;0.874665051
gi145864467;GeneID:72244;1600014C10Rik;1;0.536288358;22.8;6.9;0.74634003;-0.067632523;0.521919282;1.265009345;-0.825664504;1.284554438;-0.648125189;-1.53974525;0.009684401;0.425672635;0.711028597;0.578896777;-0.649696734;1.185308676;-0.542825409;-1.948977379;0.240592836
gi253735769;GeneID:69761;1600015I10Rik;1;1;19.8;8.4;2;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi110625742;GeneID:69327;1700007K13Rik;1;1;19.8;18.3;2;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5
gi270265825;GeneID:75453;1700008F21Rik;1;1;19.8;9.9;0.103680675;-0.500180008;-0.500180008;0.794962587;-0.500180008;-0.500180008;2.20611746;-0.500180008;-0.500180008;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi294460010;GeneID:69439;1700016M24Rik;1;1;19.8;8.4;2;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi110625983;GeneID:74211;1700017B05Rik;1;1;19.8;8.4;2.22045E-16;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734
gi113931146;GeneID:227736;1700019L03Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734
gi13385904;GeneID:67851;1700021F05Rik;1;0.97585605;22.8;21.3;0.433925339;-0.366842793;1.540019288;-0.763810418;-0.763810418;-0.763810418;-0.763810418;0.499978804;1.382086371;-0.150147318;0.857849561;-0.943502976;-0.943502976;1.559170239;-0.943502976;-0.418575046;0.982211492
gi360039203;GeneID:69441;1700023F06Rik;1;1;0;0;0;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi244790089;GeneID:242594;1700024P16Rik;1;1;19.8;0;2.22045E-16;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5
gi149267858;GeneID:75531;1700025H01Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi21313252;GeneID:76573;1700027D21Rik;1;1;19.8;18.3;2;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5
gi21313128;GeneID:67105;1700034H14Rik;1;0.070160199;25.8;21.3;0.518027064;-0.574926968;0.058239334;-0.568825129;-1.190987353;0.319955889;-0.88382564;1.362373892;1.477995976;0.341212918;1.492022116;0.348130015;-1.118684679;-1.036184832;-0.491990531;-0.731803524;1.197298518
gi13385590;GeneID:67326;1700037H04Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734
gi90093343;GeneID:73419;1700052N19Rik;1;1;19.8;2.4;0.652299263;-0.375307586;0.95385194;-0.215748851;-0.617263256;-0.469884214;-0.134841733;1.997026086;-1.137832387;1.50585771;1.037447193;-0.275401794;-1.29483503;0.25812383;0.529183505;-0.818835928;-0.941539486
gi256355005;GeneID:73467;1700066M21Rik;1;1;19.8;6.9;0.38393432;-0.62225468;1.152774915;-0.62225468;0.02603169;-0.62225468;1.932466795;-0.62225468;-0.62225468;-0.516933433;2.092425547;-0.516933433;-0.516933433;-0.516933433;1.009175051;-0.516933433;-0.516933433
gi20070386;GeneID:27660;1700088E04Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391
gi254540154;GeneID:69038;1810006K21Rik;1;1;25.8;15.3;0.694045339;-0.199470293;0.011178747;-1.455046296;0.706465173;0.759720906;-1.455046296;1.214510277;0.417687783;0.683933259;-0.2195678;-1.403905533;0.884025454;0.940492839;-1.403905533;0.868336889;-0.349409576
gi13384876;GeneID:66276;1810009A15Rik;1;1;19.8;3.9;0.800828186;1.010073821;1.383597755;-1.072299597;-1.072299597;-0.022226788;0.781919558;-1.072299597;0.063534444;0.425207999;1.924767868;-0.972058124;-0.972058124;0.09773589;0.517511127;-0.972058121;-0.049048516
gi21729757;GeneID:69099;1810009N02Rik;0.469430719;0.007062232;25.8;6.9;0.312543429;-0.289610869;0.00532006;0.159947531;2.342638001;-0.804664911;-0.703716732;-0.292226649;-0.41768643;-0.32172919;0.442085112;-0.244983417;2.152344805;0.185151213;-0.262404623;-0.935519375;-1.014944526
gi224177530;GeneID:66278;1810013D10Rik;1;1;22.8;16.8;1.040416608;-1.124598154;1.232104831;-1.124598154;-1.124598154;0.919862968;0.051994642;0.862989614;0.306842407;-1.097625669;-0.009470824;-1.097625669;-1.097625669;1.307773378;0.353516245;0.501324618;1.139733591
gi40254393;GeneID:66273;1810020D17Rik;1;0.241092538;22.8;9.9;0.627483317;-0.661816707;-0.661816707;1.073917537;1.878737004;-0.661816707;0.356428994;-0.661816707;-0.661816707;-0.530966423;-0.530966423;0.250317276;2.350488395;-0.530966423;0.054026444;-0.530966423;-0.530966423
gi30519953;GeneID:69773;1810026J23Rik;1;0.685139985;25.8;19.8;0.515033876;-0.950473934;-0.536520489;-0.175704814;-1.022842331;0.062894718;0.649348782;-0.09942284;2.072720908;0.082784795;0.266485064;-0.608843724;-1.859052702;0.876016916;1.399772112;-0.50062811;0.343465649
gi110625730;GeneID:69186;1810027O10Rik;1;1;19.8;18.3;2;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5
gi13384880;GeneID:66282;1810029B16Rik;1;1;19.8;2.4;0.654594691;-0.683051808;0.64456149;-0.683051808;-0.683051808;0.930728515;-0.683051808;1.839969036;-0.683051808;2.352219895;0.418527246;-0.482113504;-0.482113504;-0.482113504;-0.482113504;-0.360179622;-0.482113504
gi13384890;GeneID:66291;1810030N24Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391
gi283046784;GeneID:380773;1810035L17Rik;1;1;22.8;8.4;0.626098345;-1.438631302;-0.285334501;1.031072605;-0.45704679;-0.07969823;-0.611683216;0.054294386;1.787027048;0.215201052;1.452629781;0.480050969;0.148562024;0.952254803;-1.329959914;-1.15259708;-0.766141635
gi21313570;GeneID:67704;1810037I17Rik;1;0.775818641;22.8;9.9;0.481619427;-0.694109754;-0.694109754;0.668738942;1.731644474;-0.694109754;1.070165355;-0.694109754;-0.694109754;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi13384990;GeneID:103742;1810046J19Rik;1;1;19.8;12.3;0.564514704;-0.527666048;0.590642155;-1.143082243;0.221973109;0.651077824;0.865754339;-1.675905569;1.017206433;-0.797902648;0.713860074;1.388986506;0.196229113;0.248554569;-1.870349559;0.459500217;-0.338878274
gi124430539;GeneID:67708;1810048J11Rik;1;0.133460969;25.8;12.9;1.229090155;-0.721018778;-0.721018778;-0.721018778;1.200808625;1.017177188;1.387108079;-0.721018778;-0.721018778;-0.668915767;-0.668915767;-0.668915767;1.181490091;0.364828528;1.798260213;-0.668915767;-0.668915767
gi13384992;GeneID:66431;1810049H13Rik;1;1;22.8;19.8;1.038378902;1.247000143;-0.719329068;0.954138622;-0.719329068;-0.719329068;1.395506574;-0.719329068;-0.719329068;0.759633514;-1.171554737;0.411543152;-1.171554737;-1.171554737;1.201386127;0.428851552;0.713249866
gi21312486;GeneID:72056;1810055G02Rik;1;1;19.8;8.4;2;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi30424683;GeneID:67892;1810063B05Rik;1;1;19.8;0;0.393633109;0.05104989;0.348303231;-0.717373163;-0.388524704;-0.181151309;2.042673771;0.240491695;-1.395469412;0.261339811;1.170869496;0.045261539;-2.249654633;0.565369639;0.385421655;-0.171852377;-0.006755133
gi218751888;GeneID:67509;1810063B07Rik;1;1;19.8;18.3;0.507366605;-1.770154778;0.252089914;0.025047349;-0.225794918;-0.500735967;0.624708588;-0.161391252;1.756231066;-0.722854778;1.198614684;-0.987368063;-0.46543482;1.581168603;-0.018485881;-1.060073322;0.474433577
gi227330590;GeneID:67490;1810074P20Rik;1;0.070160199;22.8;18.3;0.754969482;-0.206481865;0.162869989;-1.172375543;-1.408812064;-0.160712975;0.19345474;1.568964525;1.023093193;-0.053560267;0.703717226;-1.010597489;-0.725770237;-0.91254733;1.845288083;0.670138908;-0.516668894
gi224967102;GeneID:67017;2010011I20Rik;1;1;25.8;15.3;0.559954559;0.039934185;-0.51527844;-0.781425817;1.569496055;0.904961289;-0.83885672;0.826595894;-1.205426445;1.276559437;-0.218749909;-1.074497331;-0.815295769;-0.207870304;-1.078755399;0.897878381;1.220730893
gi258645125;GeneID:66552;2010106G01Rik;1;0.241092538;22.8;3.9;0.796328979;-0.090237287;1.754461511;0.114688375;0.244660899;-0.294066872;-1.254387394;-1.254387394;0.779268161;-0.163718883;1.835183643;-0.35466616;0.109150494;0.477468885;-1.216416529;-1.216416529;0.529415081
gi21312554;GeneID:70257;2010107E04Rik;1;0.415393267;22.8;13.8;0.846741193;-0.317278457;-1.763619685;0.500497864;-0.209660979;1.479759213;0.07013718;0.917289436;-0.677124571;0.310281984;-1.332617889;-1.103039505;1.493032316;0.364785968;0.10286303;0.955502626;-0.79080853
gi110625916;GeneID:72061;2010111I01Rik;1;1;19.8;0;2.22045E-16;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5
gi28076933;GeneID:69893;2010305A19Rik;1;1;25.8;18.3;0.859325998;-0.479098899;0.649260456;-0.747417373;-1.962051058;0.719960637;0.692354404;0.955857222;0.171134611;-0.441272621;1.221359472;-0.091805399;-2.024591527;0.722439336;0.808974678;-0.024172693;-0.170931245
gi158937262;GeneID:72275;2200002D01Rik;1;1;19.8;18.3;0.837612456;1.56941212;0.613486759;-0.767353483;0.38268852;-0.78443705;0.473164861;0.116909647;-1.603871374;-1.534776268;-0.711398034;-0.106931903;-0.545989624;1.313700621;0.210132667;1.433686548;-0.058424007
gi71043961;GeneID:67373;2210010C04Rik;1;1;19.8;13.8;0.241430033;2.212816797;-0.353998146;-0.904117273;0.076804699;0.158430766;0.250112254;-0.596994101;-0.843054996;-0.471675551;-0.678722174;1.944097722;-0.739456351;-0.928361736;-0.461419704;0.558332886;0.777204908
gi254675232;GeneID:70153;2210016F16Rik;1;1;25.8;8.4;0.695256422;-1.101168213;1.793180894;1.066254961;-0.644167793;-0.188819979;-0.418642273;0.330129526;-0.836767123;0.030838485;1.76564216;0.069863914;-0.169669505;0.379805328;0.497978347;-1.553438537;-1.021020192
gi39930441;GeneID:72357;2210016L21Rik;1;1;22.8;8.4;0.186573742;-0.354581207;-0.2753727;-0.390700855;-0.330348315;2.472935395;-0.390700855;-0.390700855;-0.340530607;-0.375349608;-0.25928049;-0.056073604;-0.48039865;2.385825409;-0.654555972;-0.654555972;0.094388888
gi21313668;GeneID:71881;2310001A20Rik;1;1;25.8;15.3;0.911187671;-1.370997837;-0.251817741;-0.602714179;1.532824989;0.176843616;1.251282252;-0.855938413;0.120517314;1.500898648;0.861348934;-0.7618302;-1.108311247;-0.722954101;0.337506613;-0.934913354;0.828254707
gi58037443;GeneID:76425;2310003C23Rik;1;0.318262216;25.8;12.9;0.828758674;-1.59915729;-0.086435341;-0.426317995;0.490218666;1.809471901;0.44059629;0.102598116;-0.730974347;-0.637180945;0.220054086;0.09396282;-0.864330799;0.013131999;2.265556352;-0.370368015;-0.720825497
gi27229055;GeneID:67693;2310003F16Rik;1;1;25.8;24.3;0.606864301;-0.678833021;1.730353657;-0.684368699;-0.751133457;-1.034537701;0.804736021;0.857467089;-0.243683888;-1.042331997;0.843302291;-0.056060758;0.219478354;-0.321338367;1.907936185;-1.095504204;-0.455481505
gi166295190;GeneID:69487;2310003L22Rik;1;1;19.8;0;2.22045E-16;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5
gi160333181;GeneID:66358;2310004I24Rik;1;1;25.8;8.4;1.01997805;-1.191474895;1.625887057;0.260443987;0.739299629;0.044671199;0.517196341;-1.172570714;-0.823452604;-1.309254721;1.178902964;0.493231643;-0.859670431;0.470318348;1.32698347;-0.857595828;-0.442915444
gi124487011;GeneID:69549;2310009B15Rik;1;1;0;0;0;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi21313500;GeneID:66374;2310011J03Rik;1;1;25.8;24.3;0.871878802;-0.579983176;0.658892535;-1.751331277;0.452569108;-0.783468343;-0.079251837;0.750734022;1.331838967;0.244815507;1.349359396;-0.921824587;-0.632865539;1.440262825;0.218220556;-1.239810179;-0.458157978
gi355390255;GeneID:268721;2310021P13Rik;1;0.866497296;22.8;15.3;0.797139609;-0.916337495;1.557820591;-1.489496203;0.12527639;0.728968538;0.585920606;0.177847384;-0.769999812;-0.26115131;-0.502517354;-1.012771256;0.591278374;1.785605564;0.953117542;-0.79026276;-0.7632988
gi255304941;GeneID:69551;2310022B05Rik;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi147906108;GeneID:76947;2310030N02Rik;1;1;25.8;24.3;0.719870158;-1.166820789;1.426994254;-0.635131961;-1.151877219;-0.159281146;0.28890129;1.325928595;0.071286976;0.600975562;0.367558771;1.332914053;-1.801824508;-0.416665917;0.538438509;0.331136709;-0.952533179
gi170014746;GeneID:227446;2310035C23Rik;1;0.241092538;25.8;3.9;0.771771065;0.38493877;0.839151436;1.984925796;-0.854386955;-0.338284363;-0.684265775;-0.603324011;-0.728754899;1.544714894;0.330318828;1.255196312;-0.992519943;0.198837934;-0.552745233;-0.955508536;-0.828294255
gi13385462;GeneID:67101;2310039H08Rik;1;1;22.8;8.4;1.130147486;-0.70921051;1.33934345;0.745249215;-0.70921051;1.461459884;-0.70921051;-0.70921051;-0.70921051;-0.932035569;0.817758598;1.118381988;-0.932035569;0.889059392;-0.932035569;0.902942298;-0.932035569
gi161377418;GeneID:74183;2310042D19Rik;1;1;19.8;8.4;2;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391
