GI;ID;Gene.Symbol;BH.Q;ADJ.P;PER;LAG;AMP;ZT0_zsocred_iBAQ;ZT3_zscore_iBAQ;ZT6_zsocred_iBAQ;ZT9_zscore_iBAQ;ZT12_zsocred_iBAQ;ZT15_zscore_iBAQ;ZT18_zsocred_iBAQ;ZT21_zscore_iBAQ;ZT24_zsocred_iBAQ;ZT27_zscore_iBAQ;ZT30_zsocred_iBAQ;ZT33_zscore_iBAQ;ZT36_zsocred_iBAQ;ZT39_zscore_iBAQ;ZT42_zsocred_iBAQ;ZT45_zscore_iBAQ
gi226958422;GeneID:23970;Pacsin2;1;1;22.8;6.9;0.847430755;-1.187754504;1.176797872;-0.419874386;-0.552732104;1.785532915;-0.519588294;-0.476309599;0.193928099;0.099374397;1.318681894;1.445567342;-0.326074922;-0.088000644;-0.927979562;-1.477979294;-0.043589211
gi163644252;GeneID:80708;Pacsin3;0.898267811;0.049815442;19.8;13.8;0.964687046;-0.93542271;-1.211710368;-0.989684803;0.591648951;1.446787699;1.006787222;0.374588701;-0.282994692;-0.947412259;1.099518891;0.283582481;0.27428754;1.501901133;-0.09640448;-0.714807323;-1.400665983
gi171906557;GeneID:18600;Padi2;1;1;19.8;8.4;2;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi31980912;GeneID:54624;Paf1;1;1;19.8;3.9;0.38051343;-0.681295764;2.10641178;-0.578155187;-0.613186045;0.519098408;0.005002002;-1.023890839;0.266015644;-0.10475569;2.409680151;-0.384347409;-0.624526148;-0.448318879;-0.231558794;-0.624526148;0.008352918
gi7305363;GeneID:18472;Pafah1B1;1;1;25.8;24.3;0.607398042;0.867808819;1.147759758;-1.40598776;-0.53316785;1.299284879;-0.831422161;-0.006653532;-0.537622153;0.222524795;1.579934611;-0.359562309;0.21472276;0.056181564;0.910161771;-1.360747319;-1.263215872
gi40254624;GeneID:18475;Pafah1B2;1;0.318262216;19.8;15.3;0.739092404;-0.42899316;-1.483871878;-0.601886139;0.217076253;-0.029890091;1.848147752;0.819896579;-0.340479314;0.396497324;0.97391333;-1.333317602;0.379006899;1.529266554;-0.224152456;-0.633989258;-1.087224791
gi6679201;GeneID:18476;Pafah1B3;1;0.180488019;25.8;8.4;0.340150704;-1.9363107;-0.045163784;0.42631713;0.831060759;-0.13882428;-0.062974826;-0.517963305;1.443859006;-1.26175488;-1.147005066;0.66094542;1.731499895;0.243889429;0.495339951;-0.147837761;-0.575076987
gi225579137;GeneID:100163;Pafah2;1;1;25.8;18.3;0.754104356;-0.026637538;-0.605084287;-0.893739413;-1.140521318;0.193606456;0.329188907;0.049064877;2.094122316;-1.260697548;1.389783154;0.192868084;-1.049012989;1.276312489;0.174331233;-0.820249391;0.096664967
gi304307779;GeneID:94212;Pag1;1;1;22.8;16.8;0.059776371;-0.524039838;-0.524039838;-0.524039838;-0.524039838;1.119806599;-0.524039838;-0.524039838;2.024432431;-0.566308115;-0.566308115;-0.566308115;-0.566308115;1.717161184;-0.566308115;-0.398559319;1.512938708
gi171543886;GeneID:18478;Pah;1;0.318262216;22.8;16.8;0.767826828;-1.00023014;-1.534130681;-0.530348601;0.166230634;-0.133263288;0.941870832;0.692501387;1.397369857;0.758039948;-0.285945278;0.275047529;-2.092677331;0.040568395;1.20911753;0.506431228;-0.410582021
gi13385434;GeneID:67054;Paics;1;0.685139985;19.8;5.4;1.01227477;-1.084885354;0.792005498;1.391628083;0.346687355;-0.272983079;-1.279569858;-0.789463971;0.896581326;-0.144467228;1.233129995;-0.443691084;-1.277298672;1.296196438;-0.07925793;-1.233813492;0.649201974
"gi119943127;gi21703908;";"GeneID:218693;GeneID:218693;";Paip1;1;0.685139985;19.8;2.4;0.926327869;-0.183888176;0.911143308;-0.526917828;-0.699600812;0.314302086;-1.778263479;0.680957737;1.282267163;0.366635629;2.049904324;-0.868813204;-0.629067699;-0.375150431;-0.37886954;0.697127392;-0.861766471
gi13385918;GeneID:67869;Paip2;1;1;22.8;11.4;0.338876;0.027506031;-0.809917772;-0.225253597;-0.208142297;-0.198076009;-0.129342007;-0.809917772;2.353143422;-0.712188048;-0.712188048;-0.271399519;-0.021643821;0.109717289;-0.002219962;-0.712188048;2.322110158
gi145046259;GeneID:68083;Pak1Ip1;1;1;25.8;24.3;0.597635155;0.992204748;1.791036807;-1.124131542;-0.389126643;-0.534656946;0.232502832;0.056623656;-1.024452912;0.169207445;0.888462519;0.433810872;-1.377582152;-0.028487917;1.579142366;-0.503484844;-1.16106829
gi46559406;GeneID:224105;Pak2;1;1;19.8;5.4;0.743936926;-1.196034892;2.222888565;-0.148967849;0.164860172;-0.317645302;-0.425569294;-0.504751176;0.205219775;-0.503368873;2.157690815;0.670554012;-1.032376087;-0.186586525;-0.323677855;-0.136148145;-0.646087342
gi29336032;GeneID:70584;Pak4;1;1;19.8;0;2.22045E-16;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5
gi171846274;GeneID:27355;Pald1;1;1;22.8;16.8;0.127465126;-0.584901015;2.311140025;-0.440540028;-0.399728347;-0.437180846;0.520084177;-0.610316486;-0.358557479;-0.726285066;2.074591029;-0.44160295;-0.789265142;-0.429612784;0.95696921;-0.17680804;-0.467986256
gi124487061;GeneID:72333;Palld;1;0.180488019;22.8;2.4;0.627277522;-0.941033468;1.839579466;-0.069347151;0.472657473;-1.410809126;-0.536163827;0.412690188;0.232426446;0.618696721;1.631785907;-0.558706927;-0.899872008;-0.765963841;-0.688695362;-0.549514326;1.212269837
gi239985643;GeneID:18483;Palm;1;1;25.8;5.4;0.75634463;0.163910783;2.114260548;-0.745076338;0.485202207;-0.745076338;-0.745076338;-0.745076338;0.216931812;0.537133367;-0.524378298;-0.524378298;2.300058777;-0.524378298;-0.524378298;-0.524378298;-0.215300653
gi89363042;GeneID:114301;Palmd;1;1;25.8;12.9;0.591460811;-1.126033625;0.813664173;-0.450987324;1.233231939;-1.107591899;1.298615817;-0.003194552;-0.657704529;-0.196892565;-0.332224242;0.017504034;-0.534493084;0.582699396;2.157484857;-0.586615679;-1.107462718
gi13385012;GeneID:66449;Pam16;1;0.866497296;25.8;9.9;1.058346398;-1.277906249;-0.039110611;0.160863184;0.760007502;0.432731314;1.728078855;-1.007641988;-0.757022007;-0.701799048;0.812444908;-0.127749001;-1.105165598;0.155807692;2.00798259;-0.446440928;-0.595080616
gi356640190;GeneID:103135;Pan2;1;1;19.8;9.9;0.105205739;0.820065497;-0.502336774;2.193955145;-0.502336774;-0.502336774;-0.502336774;-0.502336774;-0.502336774;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi12963829;GeneID:75735;Pank1;1;1;19.8;12.3;0.472445167;-0.157007876;-0.00183174;-0.925847911;0.705226862;-0.610164486;-0.031569477;-1.026622469;2.047817098;-0.145293553;-0.301460378;0.832255243;0.366677984;1.58295614;0.236841063;-1.595451097;-0.976525402
gi51571537;GeneID:74450;Pank2;1;0.536288358;22.8;2.4;0.698214402;-0.730719092;1.91470854;0.057300654;-1.423444994;0.007012349;-0.099395755;-0.463916127;0.738454425;0.453979182;1.35494057;-0.452790965;-1.163983569;-0.764690363;0.605287266;-1.122377728;1.089635608
gi22122397;GeneID:211347;Pank3;1;1;19.8;6.9;0.669122558;-0.796001623;1.214908969;0.571832493;-0.21961437;-0.796001623;1.616879399;-0.796001623;-0.796001623;-0.388436771;0.726881546;-0.809197344;-0.722622836;-0.461024211;1.208850751;-1.075427329;1.520976195
gi240255614;GeneID:269614;Pank4;0.710419025;0.023994979;22.8;9.9;0.845013185;-0.871372248;-0.871372248;0.616049269;1.703313349;0.615645386;-0.871372248;0.550480987;-0.871372248;-0.578979838;-0.578979838;1.101077629;2.015535359;-0.221713796;-0.578979838;-0.578979838;-0.578979838
gi28173566;GeneID:212503;Paox;1;0.180488019;25.8;21.3;0.253599392;-0.591449937;-0.232806238;-0.591449937;-0.591449937;-0.591449937;-0.591449937;1.362103389;1.827952535;-0.559517939;-0.180184088;-0.559517939;-0.559517939;-0.559517939;-0.559517939;0.792947342;2.184826443
gi21914853;GeneID:18789;Papola;1;1;22.8;11.4;0.025300627;-0.441925718;-0.441925718;2.401146819;-0.441925718;-0.441925718;0.250407492;-0.441925718;-0.441925718;-0.424035473;-0.424035473;2.43069479;-0.424035473;-0.424035473;0.113518046;-0.424035473;-0.424035473
gi226494207;GeneID:216578;Papolg;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391
gi6754982;GeneID:23971;Papss1;1;1;22.8;8.4;0.864378016;-0.232832322;0.685364239;-0.578210793;1.482543326;0.210560893;-1.721351346;-0.60295228;0.756878284;-1.005686504;1.174157389;0.406345072;-0.365978372;1.603608838;-0.481689451;-1.222984755;-0.107772217
gi61098088;GeneID:23972;Papss2;1;0.866497296;25.8;18.3;0.77534258;-0.667144223;-0.377196216;-0.907308043;0.209880629;0.585473199;-1.274099714;1.774601553;0.655792815;-0.242825496;-0.322870393;0.756628049;-2.046197322;0.576641977;-0.306192631;0.347834787;1.23698103
gi21313652;GeneID:71904;Paqr7;1;1;0;0;0;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391
gi116089314;GeneID:75552;Paqr9;1;1;25.8;0;0.829624695;-0.958200815;1.174887613;1.009066189;-1.428973204;0.149014587;-0.081289595;-0.827606642;0.963101866;0.090377255;0.533424305;0.101027758;0.463283876;1.840100365;-0.871521328;-1.003271358;-1.153420873
"gi171184413;gi171184415;";"GeneID:93742;GeneID:93742;";Pard3;1;0.070160199;25.8;9.9;0.655946025;-1.035594409;-0.411363021;-0.204266992;2.205384102;0.0951262;0.466705657;-0.517382204;-0.598609333;-1.103563749;0.328134227;-0.279125785;-0.678148742;2.091539283;-0.383507206;0.566754311;-0.542082339
gi120444912;GeneID:26430;Parg;1;0.133460969;25.8;3.9;0.683199067;-0.202194908;1.699215409;1.362249085;-0.742291168;0.109895086;-0.742291168;-0.742291168;-0.742291168;1.621552169;1.006037247;0.522251496;-0.864639383;0.308716619;-0.864639383;-0.864639383;-0.864639383
gi55741460;GeneID:57320;Park7;1;1;22.8;9.9;0.67122376;-1.479182153;0.330672997;0.242839979;1.046518455;-1.339186358;0.909374128;-0.521240763;0.810203714;-0.407689122;1.413522722;-0.221840531;-0.010731089;1.665793987;-0.718085794;-0.773799649;-0.947170525
gi54261813;GeneID:381038;Parl;1;1;25.8;12.9;0.632454431;-1.731149856;-0.346577517;0.167730772;1.079523136;0.529372109;-1.000224557;1.180800593;0.12052532;0.234652453;-0.16479063;1.447009229;-0.663469661;0.235095269;0.895597497;-1.874678117;-0.10941604
gi21311877;GeneID:74108;Parn;1;1;25.8;0;0.366562431;0.40124809;-0.013970614;-0.280799978;-1.149296477;1.987297106;-0.16949735;-1.149296477;0.374315701;0.227994893;-0.683815366;1.297387133;-1.225236981;1.31219323;0.268689279;-1.22522094;0.028008752
gi20806109;GeneID:11545;Parp1;1;1;19.8;6.9;0.795597893;-0.56949657;2.073226331;-0.156327267;0.156295533;0.376569207;-0.47798923;-1.399376018;-0.002901986;1.28996835;0.844147724;0.298284484;-0.7177536;-0.555680494;1.088295466;-1.145896299;-1.101365631
gi254675290;GeneID:671535;Parp10;1;1;25.8;8.4;1.092384446;-1.07291873;0.739524178;0.720015478;0.711730507;0.221705169;-1.553204661;1.062139965;-0.828991907;-0.861642843;1.574913134;0.592783998;-0.017549048;1.158635207;-0.94482512;-0.57521212;-0.927103209
gi171543897;GeneID:243771;Parp12;1;1;19.8;2.4;0.684147953;-1.32087778;0.319098381;0.826188757;-1.148249262;-0.608154988;-0.043902573;1.631582387;0.344315078;-0.58766021;1.505218298;0.363039689;-1.840246962;-0.320845913;0.817325031;0.25261571;-0.189445643
gi166197700;GeneID:547253;Parp14;1;1;25.8;18.3;0.632235423;0.660530593;-0.644256733;-1.345962411;-0.353744955;1.596239759;-0.806009627;1.00128325;-0.108079875;0.394210867;1.494855479;-0.757586128;-0.730487614;0.375919311;0.334787004;-1.702828335;0.591129416
gi25014095;GeneID:235587;Parp3;1;1;19.8;9.9;0.506092085;-0.838541958;0.064004325;-0.616565287;-0.295287692;2.06452248;-0.263611899;-0.919553885;0.805033915;-1.011009983;1.006496883;0.659563461;-0.139777869;-0.313943991;1.644649678;-0.96178289;-0.884195289
gi281485553;GeneID:328417;Parp4;1;1;22.8;15.3;0.563043047;-0.481214974;0.256524183;-0.385802653;-0.741413873;0.115303647;0.443289372;2.05189355;-1.258579252;-0.432796685;-0.344109888;-0.252432431;-0.594956655;-0.707551025;0.889693327;2.125443803;-0.683290446
gi13384918;GeneID:80285;Parp9;1;1;22.8;6.9;0.561317575;-0.844622385;1.774490041;-0.379366445;-0.46095571;1.213345241;-1.136299527;-0.037801389;-0.128789826;1.21865598;1.402269774;-0.756202529;-1.004037941;0.652503713;-0.654456989;-1.040020265;0.181288258
gi139948347;GeneID:230577;Pars2;1;1;22.8;8.4;0.446545264;0.128664799;2.239192975;-0.800902264;-0.0624252;-0.086453304;0.183727521;-0.800902264;-0.800902264;-0.510574945;2.183544025;-0.738244754;0.129911328;0.548522914;-0.136669065;-0.738244749;-0.738244754
gi31982526;GeneID:57342;Parva;1;1;25.8;18.3;1.041088107;-1.409458178;1.295500619;-0.767055269;-0.989013519;0.80755664;-0.348061596;0.68960709;0.720924214;2.0647584;0.365911843;-0.231080391;-1.072841027;-0.01631492;-0.161022887;0.204120709;-1.153531728
gi18860551;GeneID:170736;Parvb;1;1;19.8;16.8;0.788465018;1.847403311;-0.904221845;-0.904221845;-0.149718747;0.382297385;-0.302341614;-0.904221845;0.935025201;1.756489518;-0.732760537;-0.732760537;0.887940896;0.8279519;-0.732760537;-0.732760534;-0.54134017
gi255522964;GeneID:225929;Patl1;1;1;0;0;0;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-0.35355572;-0.35355572;-0.35355572;-0.35355572;2.474873734;-0.35355572;-0.353539412;-0.35355572
gi87196490;GeneID:114774;Pawr;1;1;22.8;8.4;0.587096274;-1.343242258;0.919491002;-0.605093033;1.451105025;-0.474850651;0.766905359;-0.993413533;0.279098089;0.263258689;1.638214004;-0.162263877;-0.203107763;0.751267657;-0.165744449;-1.878384251;-0.243240009
gi31560132;GeneID:68371;Pbld1;1;1;25.8;15.3;0.342567224;-0.483819409;1.088427727;-2.112577704;0.596843724;0.791885878;-0.194472211;0.002055187;0.311656808;-0.118939052;1.718452582;-1.868659331;-0.586333844;0.302264261;0.168625185;0.233198688;0.151391511
gi13385584;GeneID:67307;Pbld2;1;1;19.8;5.4;0.353593958;-0.571539373;-0.05256789;2.419165462;-0.620351128;-0.258134013;-0.199638177;-0.545411183;-0.171523699;-0.787960821;0.300419194;2.313498919;-0.730235095;-0.228819202;-0.087287135;-0.530285318;-0.249330542
gi124486951;GeneID:66923;Pbrm1;1;0.318262216;22.8;2.4;0.214204829;0.029092704;2.43848452;-0.446911139;-0.446911139;-0.446911139;-0.446911139;-0.233021531;-0.446911139;0.001522909;2.434808477;-0.458470324;-0.458470324;-0.458470324;-0.458470324;-0.143979765;-0.458470324
gi22122651;GeneID:229534;Pbxip1;1;1;19.8;9.9;0.028664273;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.394090795;-0.096910699;-0.394090795;2.461455462;-0.394090795;-0.394090795;-0.39409079;-0.394090795
gi13384608;GeneID:13180;Pcbd1;1;1;22.8;18.3;0.554823503;-0.291628227;-0.157119781;-0.1174224;-0.026869245;-1.23337555;-0.018278928;-0.429088983;2.273783115;-0.708934708;-1.570708614;1.092636346;-0.460377405;-0.665116599;1.138071424;0.901265287;0.273164269
gi52421794;GeneID:72562;Pcbd2;1;0.866497296;19.8;2.4;0.200611308;-1.023026345;1.455869736;-0.569571714;0.393037061;-1.073795008;1.172162503;-0.795833094;0.44115686;-0.735422747;1.027303796;-1.070297209;-1.011011025;-0.616561179;1.308346537;1.069298457;0.028343369
gi6754994;GeneID:23983;Pcbp1;1;1;19.8;13.8;0.249831986;-1.441006551;0.363335519;-0.359690782;0.716651302;-0.776374985;-0.463374991;1.819677596;0.140782892;-0.160775046;0.80576744;1.059939295;-0.59265951;0.326724901;1.09230226;-0.849379292;-1.681920047
"gi157042772;gi291327528;";"GeneID:18521;GeneID:18521;";Pcbp2;1;1;19.8;2.4;0.461553919;-1.454600005;0.117520997;-0.063096462;0.249238569;0.710187643;-1.062693412;1.761764133;-0.258321463;-0.068236956;1.875573195;-0.80334869;-1.499397367;-0.177105836;0.730193596;-0.123164973;0.065487029
gi254540162;GeneID:110821;Pcca;1;1;25.8;11.4;0.338481333;-2.033145685;0.135996699;0.515891088;1.079031497;-0.904516001;0.677686443;0.267049555;0.262006404;0.17651044;-0.085422967;1.93454234;-0.943342237;0.588964478;0.060673866;-0.376650091;-1.355275829
gi13385310;GeneID:66904;Pccb;1;0.180488019;22.8;6.9;0.564128109;-0.421162383;0.052805814;2.00242402;0.722775661;-0.101947167;-0.484867617;-0.39729641;-1.372731917;0.388568226;-0.588284086;2.252743862;-0.399086848;-0.34852849;0.185645048;-0.770514894;-0.720542819
gi34328319;GeneID:75599;Pcdh1;1;1;25.8;15.3;0.541079268;-1.76016111;0.811593936;-1.32911082;0.635610859;-0.080878417;0.354299108;0.728739962;0.639906481;0.26242531;1.26749119;-1.469657807;-0.319853883;0.540617635;0.453869319;-1.438450253;0.703558489
gi16716427;GeneID:93873;Pcdhb2;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391
gi18087803;GeneID:93892;Pcdhb21;1;1;19.8;8.4;2;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi18087763;GeneID:93714;Pcdhga6;1;1;0;0;0;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi119372296;GeneID:234069;Pcid2;0.898267811;0.049815442;22.8;2.4;0.728222282;0.333739511;1.582695737;1.453438231;-0.673974696;-0.673974696;-0.673974696;-0.673974696;-0.673974696;1.62731699;1.485248837;0.146569546;-0.651827075;-0.651827075;-0.651827075;-0.651827075;-0.651827075
gi22122647;GeneID:228866;Pcif1;1;1;0;0;0;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391
gi7110683;GeneID:18534;Pck1;0.618977929;0.016250453;22.8;15.3;0.867367289;-0.783589948;-0.540007594;-0.715849316;-0.471793756;0.413343061;2.068995891;0.68799922;-0.659097558;0.215222136;-0.358950613;-1.535846849;-0.397821186;0.989556184;1.725648032;-0.047550997;-0.590256707
gi28077029;GeneID:74551;Pck2;1;1;25.8;8.4;0.604281255;-1.16348004;0.994759973;-0.141633581;-0.586987279;1.103519414;-0.048033521;-1.315920377;1.157775411;-0.70569083;1.58567506;0.875820392;-0.81280651;0.312232204;0.712794095;-1.078338414;-0.889685996
gi170763496;GeneID:18536;Pcm1;1;1;19.8;8.4;2.22045E-16;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734
gi226530884;GeneID:18537;Pcmt1;1;0.415393267;25.8;3.9;0.178771664;-0.410261055;-0.05500273;-0.093619001;-0.139564663;-0.664515423;-0.321445181;-0.712931781;2.397339834;-0.371447565;0.122795691;0.162018031;2.155557403;-0.655362986;-0.762898001;-1.014923728;0.364261155
gi33942104;GeneID:319263;Pcmtd1;1;0.318262216;22.8;9.9;0.532216005;-0.322081171;0.178861256;0.273500262;0.608004323;1.301385532;0.454954587;-2.086251105;-0.408373683;0.306918175;0.158885957;1.054164162;-0.457650108;0.486182518;0.656531243;-2.211876404;0.006844457
gi23956398;GeneID:245867;Pcmtd2;1;1;0;0;0;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391
gi7242171;GeneID:18538;Pcna;1;1;19.8;5.4;0.839038756;-1.187557649;-0.03204623;-0.482715691;1.810313384;-0.43998552;-0.999006249;0.688437588;0.642560367;1.252139072;1.710906129;-0.364481465;-1.081070531;-0.677793561;-0.162456474;0.155474742;-0.832717911
gi71480098;GeneID:76302;Pcnp;1;1;19.8;3.9;0.635442271;0.979878187;1.28125888;-1.359025917;-0.369305753;-0.200036231;0.487546708;-1.359025917;0.538710044;0.57889606;1.347366305;-1.439326579;0.446498705;0.698614847;-0.105487357;-1.439326577;-0.087235404
gi93004085;GeneID:18541;Pcnt;1;0.070160199;25.8;19.8;0.310442222;-0.223274277;-0.540333901;-0.540333901;-0.540333901;-0.259832112;-0.540333901;0.269069479;2.375372515;-0.312333577;-0.534247345;-0.534247345;-0.534247345;0.052689556;-0.534247345;-0.002946139;2.399579539
gi242397450;GeneID:18553;Pcsk6;1;1;19.8;8.4;1.669787983;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;1.824972683;1.393812089;-0.536464129;-0.536464129;-0.536464129;-0.536464129;-0.536464129;-0.536464129
gi117320552;GeneID:18559;Pctp;1;1;25.8;18.3;0.889717947;-1.470752152;0.051164039;-1.09706347;0.039546866;1.694168622;-0.28175804;0.76980909;0.294885046;-0.101849825;0.05633882;1.88136819;-1.196444662;-1.270636618;0.187973984;-0.143983677;0.587233788
gi251823978;GeneID:18563;Pcx;1;1;25.8;11.4;0.35657394;-0.675262734;-0.228784653;-0.257101053;0.052248009;-0.197055568;2.333900324;-0.965962554;-0.061981771;0.245358385;0.594012703;0.005454302;-1.903132885;1.41031609;0.609018612;-0.74820919;-0.212818017
gi13385294;GeneID:66881;Pcyox1;1;1;25.8;8.4;0.334557253;-2.196516676;0.961272137;0.759204993;-0.610805889;0.310557171;0.204149087;0.28585497;0.286284206;-0.431585259;0.296137469;-0.070548327;-0.298445582;-0.2014907;2.270627742;-0.457151321;-1.107544021
gi253683458;GeneID:13026;Pcyt1A;1;0.070160199;25.8;18.3;0.732314404;-0.935207456;-1.193260745;-0.677569662;0.700525666;-0.264089926;0.791039279;-0.162102306;1.740665151;0.616253491;-0.651258737;-0.654249977;-1.350229044;-0.547596794;1.610067246;-0.047904969;1.024918784
gi31980842;GeneID:68671;Pcyt2;1;1;19.8;5.4;0.664370952;-0.048566847;-0.363603491;-0.488253406;1.841392569;0.901830158;-0.756696089;-1.336971918;0.250869024;0.012245064;0.216334052;2.062367498;-1.402813524;0.265874135;-0.00458645;-0.590679217;-0.558741557
gi84781781;GeneID:231887;Pdap1;0.898267811;0.049815442;25.8;0;0.774530986;-0.162863824;1.984023626;-0.22592971;-0.5126056;-1.386304737;-0.273761863;-0.24033982;0.817781928;0.442024024;2.295825227;-0.232841039;-0.574696429;-0.731868381;-0.148985768;-0.667560195;-0.381897439
gi228480292;GeneID:20028;Pdc;1;1;19.8;8.4;2.22045E-16;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-3.5;-0.353553391;-0.353553391;-0.353553391;-0.353553391;2.474873734;-0.353553391;-0.353553391;-0.353553391
gi31560391;GeneID:56426;Pdcd10;1;1;25.8;15.3;0.762719332;-1.094661818;0.362986655;-1.094661818;0.971634582;1.487134501;-1.094661818;0.304994022;0.157235694;-0.712025546;0.264780118;-0.712025546;-0.29976391;2.349999065;-0.27325143;-0.170787804;-0.446924946
gi54607128;GeneID:18572;Pdcd11;1;1;22.8;16.8;0.411960127;-0.995411227;0.454900358;-0.549059082;0.442261839;-0.380992441;-0.04737286;-0.975309795;2.050983208;-0.14698037;0.493865011;-1.335829277;-0.126448964;0.211712981;1.638962777;0.615395958;-1.350678115
gi120407033;GeneID:18567;Pdcd2;1;0.866497296;19.8;6.9;0.875759728;-1.41825043;0.581799452;0.872979014;-0.153275967;1.556795785;-0.870464214;-0.795161985;0.225578344;0.991324956;1.647545751;-0.270489111;-0.61355509;-0.501682026;-0.559094923;0.664936001;-1.358985559
gi270309161;GeneID:18569;Pdcd4;0.219846447;0.001037623;22.8;8.4;1.086652888;-0.927362354;-0.327913747;0.800955256;0.966473684;1.527627823;-0.431120657;-1.371544972;-0.237115032;-0.734405683;0.400056573;1.823694334;0.52173977;0.495716259;-0.60553571;-1.326608956;-0.574656585
gi9790259;GeneID:56330;Pdcd5;1;1;19.8;2.4;0.37900517;-0.419496465;-0.095212196;0.057684392;-0.227420283;-1.197128959;2.161777622;0.414087658;-0.69429177;1.024982754;1.823806532;-0.950624964;0.407435286;-0.948838345;-0.417073196;-0.332552983;-0.607135083
gi6755000;GeneID:18570;Pdcd6;1;0.180488019;25.8;3.9;0.490419558;-0.549408128;1.033938496;1.807362116;-0.648284714;0.25398607;0.039294127;-0.953105158;-0.983782808;1.502209342;1.136374439;0.160149891;-0.145297802;-0.843474446;0.429669519;-1.144537683;-1.095093259
"gi258547152;gi258547156;";"GeneID:18571;GeneID:18571;";Pdcd6Ip;1;0.866497296;19.8;8.4;0.755236104;-1.236490151;-0.571094932;-0.226133113;1.255678343;0.904529978;-1.294198254;0.170221583;0.997486547;-0.043401089;1.740615803;1.034533016;-0.94549294;-0.890149961;0.493308773;-0.734718888;-0.654694714
gi165932326;GeneID:67466;Pdcl;1;1;22.8;8.4;0.425599346;-0.527051999;1.172996365;-0.527051999;-0.527051999;1.989315629;-0.527051999;-0.527051999;-0.527051999;-0.628284862;1.647351572;-0.628284862;-0.628284862;1.520469232;-0.026396495;-0.628284862;-0.628284862
gi31560120;GeneID:68833;Pdcl3;1;0.115441501;22.8;6.9;0.953757444;-0.871265742;0.730809999;0.472670969;1.690006219;0.591575783;-0.871265742;-0.871265742;-0.871265742;-0.662331222;2.265842753;-0.07571715;0.23545177;0.223743257;-0.662331222;-0.662326964;-0.662331222
gi157841170;GeneID:213350;Pddc1;1;1;19.8;0;0.54143764;-1.246774348;0.114966874;0.017001698;-0.537696087;-0.508584629;-0.599546874;0.782710151;1.977923215;1.755844335;0.085925067;0.315005373;-1.136106401;1.006202635;-0.382645176;-0.889422074;-0.75480376
gi40538842;GeneID:211948;Pde12;1;1;22.8;2.4;0.716479824;0.519739114;2.028055667;-0.704909116;-0.630689871;0.50106813;-0.814800068;-0.00000603;-0.898457827;0.826330021;1.762846497;0.411146178;-1.45731987;-0.381045052;0.071284525;-0.671431919;-0.561810381
gi344217717;GeneID:207728;Pde2A;1;1;25.8;0;0.870696533;-0.030320252;-0.190398703;1.136508887;-1.283178333;-0.921877022;0.593968837;-0.788189511;1.483486098;-0.579380466;1.324428551;0.709240479;0.677739163;-1.054728001;0.821313238;-1.372675514;-0.52593745
